fname,lname,gender,age,exercise,hours,grade,address
Lyle,Higgins,male,16,2,11,89.7,"76 Newport Street , North Olmsted, OH 44070"
Carson,Mack,male,16,5,19,94.9,"7 Valley Farms Rd. , Jonesborough, TN 37659"
Ava,Pope,female,16,3,17,93.0,"527 East Prairie St. , Canyon Country, CA 91387"
Wang,Sellers,male,15,4,13,77.3,"8190 Princeton Drive , Casselberry, FL 32707"
Steven,Graham,male,19,4,17,95.1,"7285 Arlington Drive , Windsor Mill, MD 21244"
Lee,Barber,male,15,2,2,62.3,"120 South Glen Ridge Street , Mechanicsburg, PA 17050"
Latifah,Higgins,female,17,4,9,78.6,"Salt Lake City, UT 84119, 7935 Clark St. "
Gavin,Bryan,male,18,3,13,80.1,"9474 Broad Dr. , Cumberland, RI 02864"
Indira,Briggs,female,17,4,9,72.3,"Xenia, OH 45385, 9514 Logan Ave. "
Ori,Massey,female,16,3,11,89.5,"Springfield Gardens, NY 11413, 3 Mayfield Avenue "
Mona,Gilliam,female,17,0,11,89.5,"9525 Country Club St. , Longview, TX 75604"
Brett,Hopper,male,19,2,13,92.3,"8392 Devonshire Ave. , Pasadena, MD 21122"
Francesca,Ratliff,female,14,1,13,79.2,"7729 South Buttonwood Ave. , Danvers, MA 01923"
Phyllis,Woods,female,17,4,7,71.9,"623 S. Pin Oak Street , Macon, GA 31204"
Dora,Scott,female,19,4,7,80.1,"Prattville, AL 36067, 67 Ann Court "
Bo,Thompson,female,17,2,13,94.6,"37 Big Rock Cove Avenue , Park Forest, IL 60466"
Sonia,Mccall,female,16,5,17,100.0,"42 Campfire Lane , Fairborn, OH 45324"
Petra,Burton,female,18,5,7,81.2,"864 Trenton Court , Asbury Park, NJ 07712"
Karina,Chase,female,15,2,11,88.9,"Farmington, MI 48331, 41 Edgemont St. "
Brielle,Sharpe,female,17,4,16,95.9,"43 Oakland St. , Beachwood, OH 44122"
Tamekah,Skinner,female,17,4,11,85.4,"9412 Westport Dr. , Huntley, IL 60142"
Kyra,Conley,female,14,1,6,70.8,"113 Race Ave. , Owatonna, MN 55060"
Nichole,Blake,female,14,3,6,70.4,"3 W. Glenwood Dr. , Severna Park, MD 21146"
Joseph,Nielsen,male,17,1,16,89.2,"416 Lantern Court , Saint Albans, NY 11412"
Cheryl,Henderson,female,15,3,14,88.9,"7653 Franklin Road , Bellmore, NY 11710"
Eugenia,Barton,female,15,2,8,68.1,"Ladson, SC 29456, 4 East Ave. "
Scarlet,Woods,female,17,2,7,76.5,"8641 North Trout Drive , Vista, CA 92083"
Daryl,Harper,female,16,1,10,88.0,"730 South Golden Star Street , Euless, TX 76039"
Ebony,Salinas,female,19,5,5,81.6,"558 West Border Circle , Apple Valley, CA 92307"
Harper,Kelly,male,16,5,5,67.6,"905 Glenridge Lane , Mundelein, IL 60060"
Cadman,Cardenas,male,17,4,10,84.7,"7639 South Manhattan Ave. , Andover, MA 01810"
Briar,Harper,female,16,4,15,87.9,"8691 E. Border Dr. , Jupiter, FL 33458"
Martena,Hogan,female,15,3,10,82.2,"8835 Cemetery St. , Deland, FL 32720"
Elaine,Ramos,female,14,4,11,84.9,"54 Lawrence Court , New Milford, CT 06776"
Chantale,Bass,female,15,5,9,90.5,"Fort Myers, FL 33905, 7204 Trenton Lane "
Dexter,Bell,male,19,3,10,69.9,"53 Alderwood Street , Land O Lakes, FL 34639"
Aurelia,Carson,female,19,4,12,81.3,"Gettysburg, PA 17325, 158 Paris Hill Drive "
William,Evans,male,17,1,6,75.7,"997 Harrison Dr. , Derby, KS 67037"
Hiram,Valentine,male,18,3,17,93.1,"Omaha, NE 68107, 84 East Grandrose Lane "
Lisandra,Haynes,female,16,5,18,97.4,"Fort Washington, MD 20744, 842 Glen Creek St. "
Rogan,Cole,male,19,4,9,83.4,"73 Sussex Drive , La Vergne, TN 37086"
Wendy,Hawkins,female,15,4,4,69.5,"7907 Magnolia St. , Buford, GA 30518"
Rose,Lloyd,female,14,2,7,69.1,"334 Virginia Drive , East Brunswick, NJ 08816"
Hedy,Michael,female,15,5,7,81.3,"Central Islip, NY 11722, 810 Charles Drive "
Zahir,Ward,male,18,1,13,86.0,"Circle Pines, MN 55014, 8735 North High Noon Lane "
Kato,Webster,male,17,4,10,72.6,"Leland, NC 28451, 24 South Crescent Ave. "
Vielka,Greer,female,15,2,12,74.5,"8 Campfire Street , Greer, SC 29650"
Russell,Mays,male,16,3,10,78.9,"712 Fieldstone St. , Saint Charles, IL 60174"
Maggy,Benton,female,18,5,16,91.1,"7 Plymouth Street , Saint Joseph, MI 49085"
Yvonne,Osborn,female,15,2,12,81.4,"Wayne, NJ 07470, 342 N. Tunnel Lane "
Ashton,Ashley,male,15,1,8,75.8,"350 Delaware Lane , Allen Park, MI 48101"
Preston,Hebert,male,16,5,13,89.0,"315 Nut Swamp St. , Jamestown, NY 14701"
Clio,Perry,female,17,2,10,85.1,"7209 South Jackson Road , Muncie, IN 47302"
Marshall,Sexton,male,18,1,3,62.6,"Carmel, NY 10512, 15 W. Shirley Lane "
Lane,Keith,male,16,1,8,79.9,"7904 East New Lane , Salisbury, MD 21801"
Laura,Buckner,female,14,1,5,69.2,"Bluffton, SC 29910, 225 Forest Rd. "
Athena,Harvey,female,19,5,20,100.0,"45 Riverview St. , Haines City, FL 33844"
Dorian,Cantu,male,18,3,8,83.7,"861 Parker Avenue , Glen Burnie, MD 21060"
Ginger,Mcfadden,female,19,1,4,72.2,"55 Glenridge Lane , Montgomery Village, MD 20886"
Iona,Davis,female,19,3,11,80.3,"Lake Villa, IL 60046, 523 Halifax Street "
Arsenio,Frank,male,14,3,8,81.5,"Green Bay, WI 54302, 776 Walnutwood Ave. "
Evelyn,Crawford,female,17,4,11,81.2,"333 Armstrong Avenue , Spring Hill, FL 34608"
Ainsley,Small,female,19,5,12,94.4,"Vincentown, NJ 08088, 945 Gonzales Drive "
Hamilton,Green,male,14,1,14,80.2,"9338 Snake Hill St. , Abingdon, MD 21009"
Chanda,Roth,female,17,3,11,92.0,"Clover, SC 29710, 167 Thorne Court "
Hayley,Aguirre,female,19,4,14,85.8,"671 Foster Street , Suffolk, VA 23434"
Christen,Miles,female,16,3,6,78.5,"Cumberland, RI 02864, 7331 Hill Field Street "
Dawn,Phelps,female,15,3,8,73.2,"654 N. Joy Ridge Ave. , Grand Rapids, MI 49503"
Summer,Parker,female,15,2,18,99.1,"Stone Mountain, GA 30083, 194 Fairway Dr. "
Melissa,Clay,female,17,5,13,93.9,"36 Foxrun Court , Pottstown, PA 19464"
Claire,Schmidt,female,19,1,17,85.2,"Ringgold, GA 30736, 86 Young Dr. "
Ursula,Pruitt,female,17,4,10,84.5,"Pottstown, PA 19464, 627 North Thatcher Drive "
Blaze,Chang,male,18,1,17,92.8,"55 Devon St. , Highland Park, IL 60035"
Hiram,Warren,male,15,2,18,86.2,"7566 Philmont Dr. , Chicopee, MA 01020"
Keegan,Rasmussen,male,19,4,3,43.0,"994 Hill Field Ave. , Clermont, FL 34711"
Wyatt,Pate,male,19,2,5,72.3,"273 Fairview Avenue , Massillon, OH 44646"
Keegan,Flores,male,18,4,4,66.7,"818 North Hartford Ave. , Perrysburg, OH 43551"
Rudyard,Shields,male,18,3,8,85.7,"Defiance, OH 43512, 7406 Old York Street "
Daphne,Hess,female,15,5,9,85.1,"982 Temple St. , Manchester, NH 03102"
Imogene,Berger,female,19,4,10,81.3,"57 College Dr. , Mishawaka, IN 46544"
Ursula,York,female,16,2,13,86.7,"Saint Louis, MO 63109, 22 Carriage Road "
Fitzgerald,Barry,male,15,2,10,69.6,"778 Hudson Ave. , Sidney, OH 45365"
Dai,Santiago,female,19,1,12,85.5,"Prior Lake, MN 55372, 8 W. Green Ave. "
Mari,Britt,female,15,5,8,81.8,"Cedar Falls, IA 50613, 7386 Yukon St. "
Sylvester,Boyd,male,19,5,6,78.4,"85 South Harrison Rd. , Santa Clara, CA 95050"
Benjamin,Trujillo,male,17,1,14,94.2,"7880 Courtland Dr. , Alpharetta, GA 30004"
Drew,Crosby,male,17,4,9,88.2,"7757 Canterbury Street , Maryville, TN 37803"
Fleur,Pearson,female,14,3,10,84.8,"9640 Rockville St. , Villa Park, IL 60181"
Darius,Lang,male,17,4,11,85.9,"67 Beech St. , Miami, FL 33125"
Cedric,Harrell,male,18,3,8,72.7,"9712 N. Pheasant Ave. , Villa Rica, GA 30180"
Lydia,Benjamin,female,19,1,14,86.4,"575 Garfield Drive , Uniontown, PA 15401"
Keelie,Graham,female,18,5,6,74.5,"Matawan, NJ 07747, 134 Lake View Dr. "
Maxwell,Pacheco,male,15,3,9,85.9,"Zeeland, MI 49464, 521 Glendale Street "
Lysandra,Moore,female,18,4,15,91.7,"95 Jones Drive , Saint Joseph, MI 49085"
Iona,Jones,female,19,5,6,79.2,"Hopkins, MN 55343, 850 East Cleveland Street "
Harriet,Paul,female,14,3,14,89.5,"33 Briarwood Ave. , Rosemount, MN 55068"
Gretchen,Cruz,female,16,3,9,79.4,"Menasha, WI 54952, 9261 Smith Store Street "
Hunter,Tanner,male,17,4,18,89.9,"8039 Old Somerset Ave. , Reading, MA 01867"
Lester,George,male,16,5,16,100.0,"Stow, OH 44224, 99 W. Vernon Drive "
Upton,Noble,male,16,4,14,84.4,"553 Sunnyslope Lane , Des Moines, IA 50310"
Ralph,Douglas,male,19,3,10,72.2,"Yuba City, CA 95993, 34 West Grove Avenue "
Susan,Hahn,female,18,3,8,77.7,"9535 Wayne St. , Lombard, IL 60148"
Hanna,Mooney,female,19,2,10,88.8,"Johnston, RI 02919, 4 North Bedford Street "
Xena,Finley,female,19,1,11,79.2,"Rolla, MO 65401, 84 Baker Lane "
Fulton,Roman,male,14,5,13,96.4,"Elgin, IL 60120, 7041 Thorne Dr. "
Basil,Gilbert,male,14,4,10,78.1,"66 Buckingham Dr. , Lake Worth, FL 33460"
Cheyenne,Walsh,female,15,0,10,74.6,"Hallandale, FL 33009, 53 Big Rock Cove Dr. "
Sawyer,Mathis,male,18,5,10,89.6,"9358 High Point Drive , Emporia, KS 66801"
William,Hatfield,male,16,5,13,89.2,"Daphne, AL 36526, 92 Marvon Road "
Anthony,Blake,male,14,5,14,96.6,"42 W. Bald Hill Street , Belmont, MA 02478"
Laurel,Byers,female,15,2,11,77.3,"812 Jockey Hollow Dr. , Pleasanton, CA 94566"
Irene,Vinson,female,15,3,8,79.4,"366 Prospect Rd. , Baltimore, MD 21206"
Thaddeus,Kirby,male,14,1,15,98.9,"35 Wild Rose Drive , Woodstock, GA 30188"
Alfreda,Dillard,female,19,2,6,72.1,"Powhatan, VA 23139, 478 Country Dr. "
Alec,Sheppard,male,16,4,13,88.3,"7348 Mayfield Ave. , Los Banos, CA 93635"
Hoyt,Bradford,male,19,4,4,75.8,"629 Strawberry Circle , Gibsonia, PA 15044"
Dolan,Oneill,male,15,3,14,95.3,"Richmond, VA 23223, 8625 Newbridge Drive "
Blaine,Kirkland,female,17,5,15,89.6,"Waynesboro, PA 17268, 13 Essex Road "
Caryn,Cherry,female,15,3,14,80.8,"Biloxi, MS 39532, 636 Lake Forest St. "
Tanisha,Contreras,female,14,5,5,75.1,"812 Tower Street , Mcallen, TX 78501"
Burton,Bender,male,19,5,11,80.3,"34 South Shore Drive , Grove City, OH 43123"
Noah,Keith,male,14,2,9,81.0,"402 Division Avenue , Springfield Gardens, NY 11413"
Madaline,Hyde,female,14,1,14,92.0,"46 Greenrose Street , Augusta, GA 30906"
Cassidy,Whitley,female,18,4,20,100.0,"Chatsworth, GA 30705, 633 Arlington Street "
Cathleen,Robles,female,14,3,12,78.3,"La Vergne, TN 37086, 58 Windsor St. "
Desiree,Simon,female,14,2,11,79.2,"102 West Windsor Dr. , Charlotte, NC 28205"
Bruno,Caldwell,male,16,1,16,99.9,"50 Victoria Dr. , Ashburn, VA 20147"
Laurel,Brennan,female,17,1,7,75.2,"Englishtown, NJ 07726, 476 South Schoolhouse Dr. "
Bethany,Mays,female,17,3,18,93.2,"Anchorage, AK 99504, 94 Beech Dr. "
Cora,Emerson,female,16,4,17,99.9,"842 Spruce Ave. , Gloucester, MA 01930"
Giacomo,Harvey,male,17,3,7,71.2,"651 Coffee St. , Oak Lawn, IL 60453"
Clare,Fitzpatrick,female,14,4,19,94.2,"Myrtle Beach, SC 29577, 78 Cottage Avenue "
Steven,Frank,male,18,2,10,85.7,"9867 River St. , Oak Creek, WI 53154"
Brianna,Martinez,female,18,2,15,86.8,"737 Wayne Lane , West Palm Beach, FL 33404"
Frances,Frost,female,17,1,16,83.0,"Saint Joseph, MI 49085, 9385 W. Catherine Street "
Amela,Kennedy,female,17,4,10,72.1,"Yonkers, NY 10701, 8839 Brandywine Street "
Libby,Pickett,female,17,2,13,84.1,"895 W. Ocean Street , Laurel, MD 20707"
Uma,Pugh,female,16,1,5,67.3,"Macungie, PA 18062, 8674 Glenridge Dr. "
Jacob,Lindsey,male,16,4,11,88.1,"482 South Fawn Road , Williamstown, NJ 08094"
Nyssa,Rhodes,female,17,4,5,64.9,"12 East Circle Ave. , Aiken, SC 29803"
Tate,Moreno,male,16,1,16,87.6,"508 Cypress Court , Edison, NJ 08817"
Laura,Jacobs,female,18,5,5,67.6,"Paducah, KY 42001, 696 Grove Dr. "
Kareem,Walters,male,16,2,14,83.1,"751 SW. Myers Drive , Dearborn, MI 48124"
Dexter,Horn,male,16,2,10,88.8,"290 Poor House Drive , Scotch Plains, NJ 07076"
Kibo,Howard,male,19,2,15,83.2,"7899 W. Chestnut Ave. , Framingham, MA 01701"
Madaline,Mcmillan,female,14,4,8,82.5,"744 Beacon Drive , Stratford, CT 06614"
May,Duran,female,19,1,18,100.0,"Waukegan, IL 60085, 612 E. Mayfair Street "
Shad,Avila,male,19,2,18,86.5,"8709 S. Canterbury Ave. , Saint Cloud, MN 56301"
Rana,Luna,female,18,1,12,91.8,"408 Snake Hill Dr. , Ottawa, IL 61350"
Tobias,Delaney,male,17,3,10,76.2,"904 Ryan Avenue , Olive Branch, MS 38654"
Erica,Barker,female,16,3,11,83.0,"56 Franklin Drive , Acworth, GA 30101"
Bruce,Noel,male,17,1,11,89.7,"662 Miller Avenue , Tuscaloosa, AL 35405"
Bo,Greene,female,18,2,4,75.3,"North Wales, PA 19454, 552 North Atlantic Lane "
Lucius,Vang,male,15,3,10,80.6,"Richardson, TX 75080, 10 South San Carlos St. "
Lee,Gallagher,female,19,1,16,98.3,"Bluffton, SC 29910, 246 Pawnee Ave. "
Matthew,Greer,male,17,4,10,88.2,"67 Cross St. , Buford, GA 30518"
Mari,Holt,female,16,2,11,76.1,"664 SW. Cemetery Lane , Bethel Park, PA 15102"
Plato,Holcomb,male,16,1,7,76.1,"912 Clinton Street , Naples, FL 34116"
Constance,Morrow,female,19,2,17,100.0,"761 Wagon St. , Springboro, OH 45066"
Castor,Bryant,male,14,3,14,91.1,"Chambersburg, PA 17201, 2 North Foxrun St. "
Solomon,Hayden,male,16,1,13,83.3,"522 Sunbeam Street , Torrington, CT 06790"
Calvin,Chapman,male,15,2,8,67.6,"8955 Carriage Dr. , Spartanburg, SC 29301"
Linda,Arnold,female,16,5,8,82.0,"Summerville, SC 29483, 9 East Gonzales St. "
May,Sandoval,female,16,4,7,79.5,"9747 E. Baker St. , New Albany, IN 47150"
Tobias,Erickson,male,14,5,3,73.8,"395 Sunnyslope Lane , Elkridge, MD 21075"
Dexter,Stark,male,18,2,14,88.3,"54 Parker Drive , New Orleans, LA 70115"
Amos,Reed,male,17,1,13,95.0,"859 Glenlake Drive , Meadville, PA 16335"
Nichole,Knox,female,16,3,14,84.3,"Daphne, AL 36526, 16 Cherry Hill St. "
Amber,Morton,female,18,2,11,77.8,"Elmhurst, NY 11373, 712 Woodsman Street "
Bruno,Noel,male,16,2,13,89.8,"744 Windfall Avenue , Adrian, MI 49221"
Isaiah,Harrington,male,17,1,4,58.9,"Southampton, PA 18966, 717 W. Longbranch St. "
Samuel,Spence,male,17,2,13,86.5,"Brookline, MA 02446, 9 Manhattan Ave. "
Dominic,Martin,male,17,1,20,92.9,"57 E. Tunnel Ave. , Vicksburg, MS 39180"
Clark,Baker,male,16,5,18,100.0,"475 N. Honey Creek Street , Columbia, MD 21044"
Destiny,Guerra,female,17,5,16,100.0,"65 Sierra St. , Trenton, NJ 08610"
Giacomo,Conley,male,17,3,18,92.1,"89 Marsh St. , New Brunswick, NJ 08901"
Hamish,Cherry,male,17,5,13,86.0,"59 Edgefield St. , Roslindale, MA 02131"
Leigh,Short,female,18,5,11,80.1,"32 Ryan Street , Sandusky, OH 44870"
Kylan,Burgess,female,18,5,4,74.0,"7359 Woodsman Street , Erlanger, KY 41018"
Malcolm,White,male,16,2,5,62.6,"8927 Cobblestone Rd. , Cambridge, MA 02138"
Dai,Powell,female,17,4,16,99.0,"7950 Lookout Drive , Pensacola, FL 32503"
Maisie,Barton,female,16,2,13,81.4,"602 Snake Hill Dr. , Buckeye, AZ 85326"
Jillian,Reynolds,female,18,2,7,66.6,"Nashville, TN 37205, 188 Birchpond Drive "
Garth,Battle,male,16,4,12,81.1,"274 High Noon Avenue , Chesapeake, VA 23320"
Charissa,Waters,female,15,4,9,86.2,"Windsor Mill, MD 21244, 9604 East John St. "
Morgan,Dejesus,female,14,2,12,85.2,"Addison, IL 60101, 2 Jockey Hollow St. "
Tobias,Newton,male,18,2,13,87.1,"7 Miles Rd. , West Roxbury, MA 02132"
Phelan,Mathis,male,19,3,14,87.4,"583 Birch Hill Street , Plainfield, NJ 07060"
Keaton,Heath,male,17,5,6,73.9,"959 Glen Eagles Drive , Somerset, NJ 08873"
Victoria,Rojas,female,18,2,9,80.4,"29 Pleasant Drive , Vicksburg, MS 39180"
August,Bass,male,18,1,14,80.2,"Piedmont, SC 29673, 309 Fieldstone Drive "
Laurel,Bowman,female,19,5,10,91.0,"Powell, TN 37849, 36 Mayfield St. "
Cameron,Marks,female,18,3,6,76.5,"58 West Bridgeton St. , Long Beach, NY 11561"
Nolan,Doyle,male,19,3,10,86.6,"9418 Heritage Road , Champlin, MN 55316"
Dolan,Guy,male,15,4,13,95.8,"346 Littleton Dr. , Murfreesboro, TN 37128"
Zenia,Rhodes,female,16,5,11,92.0,"Miami Gardens, FL 33056, 954 York St. "
Mia,Goodman,female,19,4,4,65.8,"Thomasville, NC 27360, 7087 Shub Farm St. "
Mona,Hull,female,16,3,10,73.6,"79 Park Street , Middle Village, NY 11379"
Hayley,Davis,female,17,3,15,96.0,"Toledo, OH 43612, 48 S. Ketch Harbour St. "
Alexandra,Bowen,female,18,4,15,98.2,"Collegeville, PA 19426, 907 Union Drive "
Ria,Cannon,female,14,5,16,100.0,"Stockbridge, GA 30281, 713 Foxrun Avenue "
Tara,Gilliam,female,16,2,5,63.4,"853 Beech Rd. , Anderson, SC 29621"
Hadley,Faulkner,female,18,3,11,83.5,"54 Grove Street , Buffalo Grove, IL 60089"
Mohammad,Middleton,male,19,4,12,87.2,"Winter Garden, FL 34787, 824 Creek Street "
Barrett,Randall,male,18,1,14,88.6,"Albany, NY 12203, 7501 Gregory Court "
Lester,Mendoza,male,18,1,7,62.7,"598 Mayflower Ave. , Calhoun, GA 30701"
Myles,Farmer,male,19,2,19,100.0,"Vista, CA 92083, 76 Primrose Street "
Katelyn,Galloway,female,17,1,13,82.1,"47 Mayflower Dr. , Flemington, NJ 08822"
Vivien,Henderson,female,17,3,12,87.9,"7 Shub Farm Ave. , Derby, KS 67037"
Nina,Salazar,female,17,4,14,92.4,"376 Lantern Street , Oxnard, CA 93035"
Hillary,Joyner,female,15,3,10,75.2,"8923 Windfall Drive , Chevy Chase, MD 20815"
Samson,Spears,male,19,3,10,80.4,"285 Rose St. , Monroe, NY 10950"
Xerxes,Mooney,female,17,1,2,70.4,"901 East Baker Ave. , Pottstown, PA 19464"
Porter,Rowland,male,19,2,5,61.2,"45 Ridgewood Lane , Barberton, OH 44203"
Ann,Medina,female,15,4,17,92.3,"New Albany, IN 47150, 42 Hudson Ave. "
Bryar,Wiggins,female,17,4,6,73.3,"Dearborn, MI 48124, 76 Bridle Lane "
Thane,Yates,male,16,3,8,76.8,"9600 S. Main Lane , Absecon, NJ 08205"
Yoko,Hurley,female,15,4,12,84.2,"751 Hanover Street , Circle Pines, MN 55014"
Perry,Hudson,male,18,3,10,71.8,"Palm City, FL 34990, 8637 Brandywine Ave. "
Adam,Gordon,male,14,2,5,70.1,"8 Willow Ave. , Upper Darby, PA 19082"
Clare,Clarke,female,19,3,8,74.0,"890 Mechanic Avenue , Sylvania, OH 43560"
Evangeline,Haley,female,16,5,12,94.3,"Glendale Heights, IL 60139, 79 Schoolhouse Drive "
Eric,Palmer,male,15,4,10,90.9,"New Brunswick, NJ 08901, 85 Ryan St. "
Sloane,Gill,female,18,1,18,96.5,"8801 Briarwood Rd. , Joliet, IL 60435"
Knox,Kane,male,15,4,18,100.0,"Akron, OH 44312, 700 Chapel St. "
Simon,Carson,male,19,4,3,68.8,"27 North Surrey Street , Key West, FL 33040"
Gareth,Heath,male,18,1,15,80.8,"879 Rockwell St. , Fair Lawn, NJ 07410"
Linda,Conner,female,16,3,12,86.3,"872 Fieldstone Lane , Englishtown, NJ 07726"
Arsenio,Mcleod,male,17,3,5,64.0,"346 Court Dr. , Shrewsbury, MA 01545"
Debra,Graham,female,19,5,8,74.7,"768 Albany St. , Fairfax, VA 22030"
Andrew,Wooten,male,16,3,12,77.6,"370 North Ryan Drive , Rossville, GA 30741"
Nasim,Stuart,male,17,1,11,72.4,"Whitestone, NY 11357, 96 Grant Road "
Tiger,Merritt,male,16,2,14,85.3,"514 N. Greenview Road , Clearwater, FL 33756"
Forrest,Valentine,male,18,1,6,65.9,"9656 North Beechwood Drive , Morgantown, WV 26508"
Reese,Mitchell,male,16,4,17,92.2,"22 Bedford Street , Lapeer, MI 48446"
Abraham,Kent,male,19,2,5,62.6,"Richmond Hill, NY 11418, 660 North Pennsylvania St. "
Malcolm,Beach,male,18,4,14,99.2,"665 Lantern St. , Canyon Country, CA 91387"
Herman,Landry,male,15,2,3,65.9,"8314 St Margarets St. , Fayetteville, NC 28303"
Jayme,Cantu,female,16,3,6,65.1,"606 Shady Dr. , Manitowoc, WI 54220"
Duncan,Noel,male,16,5,9,84.1,"22 Myers Dr. , Horn Lake, MS 38637"
Quamar,Spears,male,16,4,7,74.2,"94 Edgewater Drive , Villa Rica, GA 30180"
Mara,Hendrix,female,19,1,9,73.0,"646 Princess Street , Lake Charles, LA 70605"
Brian,Hale,male,14,5,17,97.8,"Manitowoc, WI 54220, 7596 Durham St. "
Nerea,Daugherty,female,15,2,15,90.1,"Huntington, NY 11743, 8182 Alton Ave. "
India,Foreman,female,19,4,10,80.1,"891 Shirley Ave. , Key West, FL 33040"
Tara,Copeland,female,16,2,15,84.2,"506 Roosevelt Rd. , Eastlake, OH 44095"
Guinevere,Barnett,female,17,1,20,92.2,"Lynnwood, WA 98037, 406 Trout Street "
Alexander,Riley,male,15,3,10,82.8,"9287 Sleepy Hollow Court , Carol Stream, IL 60188"
Logan,Kirby,male,16,1,6,73.1,"497 Leatherwood Ave. , Saint Augustine, FL 32084"
Ariana,Glass,female,19,5,11,90.8,"Willoughby, OH 44094, 7521 Myrtle St. "
Rhea,Cantrell,female,19,4,12,81.3,"Garner, NC 27529, 7492 Poor House Ave. "
Quon,Brewer,female,14,3,9,79.2,"Winston Salem, NC 27103, 7691 Second Street "
Sonya,Jordan,female,19,4,8,80.3,"Vista, CA 92083, 939 Catherine Ave. "
Reece,Lott,male,17,3,11,76.1,"263 Princess Lane , Baldwin, NY 11510"
Slade,Lucas,male,18,1,14,89.5,"Ontario, CA 91762, 9880 Bridge Court "
Kelly,Kent,female,15,1,15,92.4,"Tallahassee, FL 32303, 8606 Amherst Court "
Hayes,Ware,male,16,1,17,84.9,"Villa Park, IL 60181, 245 Holly Street "
Kieran,Martinez,male,14,3,4,60.8,"9 W. 3rd Street , Lady Lake, FL 32159"
Laura,Park,female,16,5,8,78.4,"Riverview, FL 33569, 8493 Addison Dr. "
Chancellor,Graves,male,18,1,9,83.4,"568 Primrose St. , Macomb, MI 48042"
Brett,Wilder,male,17,4,7,71.4,"283 East Stonybrook St. , Fayetteville, NC 28303"
Abra,Neal,female,16,1,14,80.1,"Coraopolis, PA 15108, 41 Spruce Ave. "
John,Olsen,male,15,3,11,77.4,"6 Briarwood St. , Henderson, KY 42420"
Madonna,Barrera,female,16,3,16,85.2,"Stow, OH 44224, 18 S. Westport Ave. "
Cedric,Horton,male,16,2,15,91.8,"9676 Rockcrest St. , Hendersonville, NC 28792"
Rudyard,Banks,male,19,2,9,75.4,"7935 North Homewood St. , Canyon Country, CA 91387"
Gabriel,Chapman,male,16,1,9,86.3,"7 Walt Whitman Rd. , Falls Church, VA 22041"
Tanek,Mooney,male,15,4,12,79.8,"115 Lawrence St. , Inman, SC 29349"
Dane,Carter,male,16,2,18,94.9,"Cranston, RI 02920, 43 Cedar Street "
Whoopi,Lane,female,17,4,11,89.7,"Severn, MD 21144, 9354 Marsh Street "
Karen,Mejia,female,17,4,17,88.7,"9067 Tailwater Street , Ashburn, VA 20147"
Addison,Horne,male,16,2,10,81.8,"4 County St. , Culpeper, VA 22701"
Eliana,Todd,female,14,5,5,74.8,"Milledgeville, GA 31061, 217 E. Sulphur Springs Drive "
Evan,Shelton,male,17,4,13,91.1,"3 School St. , Forest Hills, NY 11375"
Jaquelyn,Rodriguez,female,14,4,7,66.8,"40 John St. , Erlanger, KY 41018"
Doris,Cross,female,17,2,8,82.5,"166 4th Ave. , Clinton Township, MI 48035"
Acton,Conley,male,19,5,12,79.5,"24 Birchpond Drive , Fremont, OH 43420"
Nyssa,Vincent,female,14,2,6,73.1,"7567 Stonybrook Dr. , Mount Pleasant, SC 29464"
Phillip,Cunningham,male,18,4,3,74.6,"9438 Riverview St. , Omaha, NE 68107"
Edan,Rush,male,18,4,9,74.1,"20 Glenridge Street , Warminster, PA 18974"
Hanna,Guzman,female,19,3,15,91.3,"Gastonia, NC 28052, 179 Glen Eagles St. "
Shad,Reilly,male,16,3,16,86.7,"38 Bradford Street , Rome, NY 13440"
Rahim,Tucker,male,14,4,8,76.2,"Streamwood, IL 60107, 386 North Tallwood St. "
Kitra,Michael,female,16,5,16,92.3,"92 Catherine St. , Port Richey, FL 34668"
Illana,Mcmahon,female,18,4,10,77.5,"773 Sleepy Hollow Avenue , Clover, SC 29710"
Linda,Underwood,female,15,5,8,83.7,"28 Lantern St. , Fairhope, AL 36532"
Illiana,Donaldson,female,17,5,19,93.6,"419 South Newport Dr. , Fernandina Beach, FL 32034"
Rogan,Orr,male,19,2,12,89.2,"Findlay, OH 45840, 603 Linda St. "
Tucker,Blair,male,18,1,10,74.7,"9444 Bridge Street , Solon, OH 44139"
Brock,Knight,male,18,5,11,83.4,"Bel Air, MD 21014, 9890 Euclid Dr. "
Lane,Villarreal,male,18,1,8,76.0,"411 Lawrence Drive , Hollywood, FL 33020"
Ila,Pratt,female,19,2,7,79.5,"640 Pawnee Lane , North Kingstown, RI 02852"
Aristotle,Lang,male,15,3,13,77.3,"80 Cambridge Street , Pewaukee, WI 53072"
Todd,Erickson,male,15,5,6,69.8,"87 S. Spring St. , Ashland, OH 44805"
Blythe,Snyder,female,16,4,18,100.0,"9165 Madison St. , Coram, NY 11727"
Lunea,Vazquez,female,14,5,6,74.8,"537 Joy Ridge Dr. , Alabaster, AL 35007"
Azalia,Ward,female,14,4,12,91.2,"5 Sage Ave. , Appleton, WI 54911"
Yael,Hardin,female,15,1,19,91.4,"51 West Cardinal St. , Uniontown, PA 15401"
Karen,Colon,female,15,2,10,83.5,"Lockport, NY 14094, 835 Homestead Court "
Valentine,Morton,male,14,4,15,89.7,"Springfield, PA 19064, 995 Thompson Street "
