fname,lname,gender,age,exercise,hours,grade,address
Brielle,Sharpe,female,17,4,16,95.9,"9837 Cottage Dr., Athens, GA 30605"
Tamekah,Skinner,female,17,4,11,85.4,"2 E. Creekside Ave., Endicott, NY 13760"
Kyra,Conley,female,14,1,6,70.8,"26 Smith Store Ave., Hope Mills, NC 28348"
Nichole,Blake,female,14,3,6,70.4,"9704 Harvey Street, Bel Air, MD 21014"
Joseph,Nielsen,male,17,1,16,89.2,"46 Leeton Ridge Dr., Asheboro, NC 27205"
Cheryl,Henderson,female,15,3,14,88.9,"3 Mammoth Rd., Oak Park, MI 48237"
Eugenia,Barton,female,15,2,8,68.1,"194 North Jockey Hollow St., Massillon, OH 44646"
Scarlet,Woods,female,17,2,7,76.5,"86 Lakewood St., Durham, NC 27703"
Daryl,Harper,female,16,1,10,88.0,"25 Fawn St., Upland, CA 91784"
Ebony,Salinas,female,19,5,5,81.6,"8229 Sycamore Street, Hattiesburg, MS 39401"
Harper,Kelly,male,16,5,5,67.6,"145 North High Point Lane, Lewiston, ME 04240"
Cadman,Cardenas,male,17,4,10,84.7,"51 Wilson Street, Ravenna, OH 44266"
Briar,Harper,female,16,4,15,87.9,"74 Belmont Court, Norwalk, CT 06851"
Martena,Hogan,female,15,3,10,82.2,"79 N. Park Lane, Sulphur, LA 70663"
Elaine,Ramos,female,14,4,11,84.9,"9309 Miles Circle, Middle River, MD 21220"
Chantale,Bass,female,15,5,9,90.5,"894 Garden Lane, Ormond Beach, FL 32174"
Dexter,Bell,male,19,3,10,69.9,"212 Valley Drive, Royersford, PA 19468"
Aurelia,Carson,female,19,4,12,81.3,"44 Bank St., Chippewa Falls, WI 54729"
William,Evans,male,17,1,6,75.7,"25 Cambridge St., Miamisburg, OH 45342"
Hiram,Valentine,male,18,3,17,93.1,"1 West Sage Road, Buford, GA 30518"
Lisandra,Haynes,female,16,5,18,97.4,"9119 Bridgeton Lane, Reisterstown, MD 21136"
Rogan,Cole,male,19,4,9,83.4,"93 Baker Lane, Everett, MA 02149"
Wendy,Hawkins,female,15,4,4,69.5,"31 Annadale Street, Chandler, AZ 85224"
Rose,Lloyd,female,14,2,7,69.1,"8678 West Silver Spear Ave., Elmont, NY 11003"
Hedy,Michael,female,15,5,7,81.3,"348 E. St Margarets Avenue, Harrisburg, PA 17109"
Zahir,Ward,male,18,1,13,86.0,"1 Mayfair St., Indiana, PA 15701"
Kato,Webster,male,17,4,10,72.6,"59 Marlborough Street, Mableton, GA 30126"
Vielka,Greer,female,15,2,12,74.5,"105 Union St., New Port Richey, FL 34653"
Russell,Mays,male,16,3,10,78.9,"14 S. James St., Hopkins, MN 55343"
Maggy,Benton,female,18,5,16,91.1,"38 Country St., Goshen, IN 46526"
Yvonne,Osborn,female,15,2,12,81.4,"7124 E. Lafayette St., Pittsford, NY 14534"
Ashton,Ashley,male,15,1,8,75.8,"150 Bank Lane, Herndon, VA 20170"
Preston,Hebert,male,16,5,13,89.0,"7612 Locust Street, High Point, NC 27265"
Clio,Perry,female,17,2,10,85.1,"7687 Mill Pond Dr., Scotch Plains, NJ 07076"
Marshall,Sexton,male,18,1,3,62.6,"311 Taylor Drive, Flemington, NJ 08822"
Lane,Keith,male,16,1,8,79.9,"8853 Stonybrook Road, Selden, NY 11784"
Laura,Buckner,female,14,1,5,69.2,"823 Gartner Dr., Southfield, MI 48076"
Athena,Harvey,female,19,5,20,100.0,"137 Cedar Swamp Street, Laurel, MD 20707"
Dorian,Cantu,male,18,3,8,83.7,"828 Magnolia St., Maineville, OH 45039"
Ginger,Mcfadden,female,19,1,4,72.2,"7856 Harvard Lane, Forney, TX 75126"
Iona,Davis,female,19,3,11,80.3,"5 Blackburn Court, Suwanee, GA 30024"
Arsenio,Frank,male,14,3,8,81.5,"604 Olive Rd., Monroe Township, NJ 08831"
Evelyn,Crawford,female,17,4,11,81.2,"8518 William Street, Sterling, VA 20164"
Ainsley,Small,female,19,5,12,94.4,"31 Bear Hill Lane, Kennewick, WA 99337"
Hamilton,Green,male,14,1,14,80.2,"462 3rd Dr., Far Rockaway, NY 11691"
Chanda,Roth,female,17,3,11,92.0,"35 E. Boston Dr., Nampa, ID 83651"
Hayley,Aguirre,female,19,4,14,85.8,"140 Trout Rd., Waterloo, IA 50701"
Christen,Miles,female,16,3,6,78.5,"860 E. Strawberry St., Chevy Chase, MD 20815"
Dawn,Phelps,female,15,3,8,73.2,"56 Vale Street, Clinton Township, MI 48035"
Summer,Parker,female,15,2,18,99.1,"667 Cross St., Miami, FL 33125"
Melissa,Clay,female,17,5,13,93.9,"563 4th Rd., Ashburn, VA 20147"
Claire,Schmidt,female,19,1,17,85.2,"64 N. Myrtle Street, Marlborough, MA 01752"
Ursula,Pruitt,female,17,4,10,84.5,"9691 E. Mammoth Avenue, Racine, WI 53402"
Blaze,Chang,male,18,1,17,92.8,"8822 West Valley St., Saint Petersburg, FL 33702"
Hiram,Warren,male,15,2,18,86.2,"7810 Fieldstone Circle, Spring Valley, NY 10977"
Keegan,Rasmussen,male,19,4,3,43.0,"876 East Pilgrim Street, Chelmsford, MA 01824"
Wyatt,Pate,male,19,2,5,72.3,"130 Taylor Avenue, Bedford, OH 44146"
Keegan,Flores,male,18,4,4,66.7,"987 West Valley Farms Ave., Montgomery Village, MD 20886"
Rudyard,Shields,male,18,3,8,85.7,"26 Golden Star St., New Brunswick, NJ 08901"
Daphne,Hess,female,15,5,9,85.1,"99 Canterbury Court, Roswell, GA 30075"
Imogene,Berger,female,19,4,10,81.3,"669 Pennington Street, Billerica, MA 01821"
Ursula,York,female,16,2,13,86.7,"866 Circle Ave., Deland, FL 32720"
Fitzgerald,Barry,male,15,2,10,69.6,"836 N. Miles St., Oak Park, MI 48237"
Dai,Santiago,female,19,1,12,85.5,"18 Littleton Street, Wappingers Falls, NY 12590"
Mari,Britt,female,15,5,8,81.8,"16 Pennington Street, Westford, MA 01886"
Sylvester,Boyd,male,19,5,6,78.4,"371 Plymouth Road, Matthews, NC 28104"
Benjamin,Trujillo,male,17,1,14,94.2,"919B Brickyard Dr., Lockport, NY 14094"
Drew,Crosby,male,17,4,9,88.2,"35C North Wrangler Ave., Selden, NY 11784"
Fleur,Pearson,female,14,3,10,84.8,"8229 Glen Creek St., Hobart, IN 46342"
Darius,Lang,male,17,4,11,85.9,"9390 Tallwood Court, Mooresville, NC 28115"
Cedric,Harrell,male,18,3,8,72.7,"949 Arcadia Street, Kent, OH 44240"
Lydia,Benjamin,female,19,1,14,86.4,"626 Griffin Ave., Greensboro, NC 27405"
Keelie,Graham,female,18,5,6,74.5,"22 Riverside Dr., Patchogue, NY 11772"
Maxwell,Pacheco,male,15,3,9,85.9,"166 Liberty Lane, New Baltimore, MI 48047"
Lysandra,Moore,female,18,4,15,91.7,"7444 Front Ave., Lake Villa, IL 60046"
Iona,Jones,female,19,5,6,79.2,"69 Green Ave., Orchard Park, NY 14127"
Harriet,Paul,female,14,3,14,89.5,"8012 Gartner St., Moorhead, MN 56560"
Gretchen,Cruz,female,16,3,9,79.4,"40 Carson Ave., Butte, MT 59701"
Hunter,Tanner,male,17,4,18,89.9,"71 Rockland Street, Upland, CA 91784"
Lester,George,male,16,5,16,100.0,"7375 Rocky River Street, Riverside, NJ 08075"
Upton,Noble,male,16,4,14,84.4,"34 Sunnyslope Ave., Maplewood, NJ 07040"
Ralph,Douglas,male,19,3,10,72.2,"9302 East Kent St., Potomac, MD 20854"
Susan,Hahn,female,18,3,8,77.7,"7018 Thatcher Ave., Burke, VA 22015"
Hanna,Mooney,female,19,2,10,88.8,"8293 SW. Cedar Swamp Lane, Union, NJ 07083"
Xena,Finley,female,19,1,11,79.2,"20 Griffin Street, Hillsborough, NJ 08844"
Fulton,Roman,male,14,5,13,96.4,"698 Wagon Drive, Mahwah, NJ 07430"
Basil,Gilbert,male,14,4,10,78.1,"757 Jockey Hollow Drive, Pelham, AL 35124"
Cheyenne,Walsh,female,15,0,10,74.6,"79 E. 2nd St., Hollis, NY 11423"
Sawyer,Mathis,male,18,5,10,89.6,"457 Wellington Drive, Cranston, RI 02920"
William,Hatfield,male,16,5,13,89.2,"576 E. Shirley Rd., Paramus, NJ 07652"
Anthony,Blake,male,14,5,14,96.6,"2 School St., Greenville, NC 27834"
Laurel,Byers,female,15,2,11,77.3,"737 Wood Court, Glastonbury, CT 06033"
Irene,Vinson,female,15,3,8,79.4,"752 Summerhouse Rd., Barrington, IL 60010"
Thaddeus,Kirby,male,14,1,15,98.9,"833 Taylor Dr., Newington, CT 06111"
Alfreda,Dillard,female,19,2,6,72.1,"49 Shady St., Hialeah, FL 33010"
Alec,Sheppard,male,16,4,13,88.3,"92 Courtland Court, Clover, SC 29710"
Hoyt,Bradford,male,19,4,4,75.8,"3 Bayberry Avenue, Vernon Rockville, CT 06066"
Dolan,Oneill,male,15,3,14,95.3,"8232 Albany Street, Oconomowoc, WI 53066"
Blaine,Kirkland,female,17,5,15,89.6,"33 East Devon Street, Merrimack, NH 03054"
Caryn,Cherry,female,15,3,14,80.8,"126 E. Maple Lane, Saint Joseph, MI 49085"
Tanisha,Contreras,female,14,5,5,75.1,"7732 Fairview Ave., Caldwell, NJ 07006"
Burton,Bender,male,19,5,11,80.3,"78 Beach Drive, Sarasota, FL 34231"
Noah,Keith,male,14,2,9,81.0,"7325 Hill St., Arlington Heights, IL 60004"
Madaline,Hyde,female,14,1,14,92.0,"8676 Depot Street, Lakewood, NJ 08701"
Cassidy,Whitley,female,18,4,20,100.0,"425 Taylor St., Winter Haven, FL 33880"
Cathleen,Robles,female,14,3,12,78.3,"908 Mayflower St., Pleasanton, CA 94566"
Desiree,Simon,female,14,2,11,79.2,"8633 Cherry Hill Lane, Shakopee, MN 55379"
Bruno,Caldwell,male,16,1,16,99.9,"23 Somerset Drive, Gibsonia, PA 15044"
Laurel,Brennan,female,17,1,7,75.2,"14 Sleepy Hollow Street, Sevierville, TN 37876"
Bethany,Mays,female,17,3,18,93.2,"91 Van Dyke Road, Phillipsburg, NJ 08865"
Cora,Emerson,female,16,4,17,99.9,"59 Summerhouse Dr., Cartersville, GA 30120"
Giacomo,Harvey,male,17,3,7,71.2,"216 Oak Ave., Woodstock, GA 30188"
Clare,Fitzpatrick,female,14,4,19,94.2,"7551 Beech St., Rockledge, FL 32955"
Steven,Frank,male,18,2,10,85.7,"3 Buckingham St., Hyde Park, MA 02136"
Brianna,Martinez,female,18,2,15,86.8,"478 Linden Lane, Ann Arbor, MI 48103"
Frances,Frost,female,17,1,16,83.0,"9271 Ramblewood Avenue, Petersburg, VA 23803"
Amela,Kennedy,female,17,4,10,72.1,"8621 West Marshall St., Hightstown, NJ 08520"
Libby,Pickett,female,17,2,13,84.1,"7329 Garden Dr., Crown Point, IN 46307"
Uma,Pugh,female,16,1,5,67.3,"8629 Fremont St., Ashland, OH 44805"
Jacob,Lindsey,male,16,4,11,88.1,"35 Old Young Court, Garden City, NY 11530"
Nyssa,Rhodes,female,17,4,5,64.9,"650 Third St., Chicago Heights, IL 60411"
Tate,Moreno,male,16,1,16,87.6,"664 Anderson Street, Sandusky, OH 44870"
Laura,Jacobs,female,18,5,5,67.6,"666 West Ave., Nanuet, NY 10954"
Kareem,Walters,male,16,2,14,83.1,"117 Vermont Ave., Rapid City, SD 57701"
Dexter,Horn,male,16,2,10,88.8,"9761 Hudson Street, Buffalo Grove, IL 60089"
Kibo,Howard,male,19,2,15,83.2,"8497 Pumpkin Hill Street, Jacksonville, NC 28540"
Madaline,Mcmillan,female,14,4,8,82.5,"99 Wall Drive, Beloit, WI 53511"
May,Duran,female,19,1,18,100.0,"9680 Summit St., Ellenwood, GA 30294"
Shad,Avila,male,19,2,18,86.5,"7930 Cambridge Street, Voorhees, NJ 08043"
Rana,Luna,female,18,1,12,91.8,"80 West Mechanic St., Dover, NH 03820"
Tobias,Delaney,male,17,3,10,76.2,"85 Temple Street, Philadelphia, PA 19111"
Erica,Barker,female,16,3,11,83.0,"67 Ridgewood St., Rego Park, NY 11374"
Bruce,Noel,male,17,1,11,89.7,"793 Summit Drive, Dubuque, IA 52001"
Bo,Greene,female,18,2,4,75.3,"381 Lancaster Rd., Torrington, CT 06790"
Lucius,Vang,male,15,3,10,80.6,"8502 East Lancaster Rd., Crystal Lake, IL 60014"
Lee,Gallagher,female,19,1,16,98.3,"95 Applegate Drive, Lansdowne, PA 19050"
Matthew,Greer,male,17,4,10,88.2,"6 Depot Street, Lynn, MA 01902"
Mari,Holt,female,16,2,11,76.1,"62 Green Hill St., Oconomowoc, WI 53066"
Plato,Holcomb,male,16,1,7,76.1,"664 Peninsula Court, Great Falls, MT 59404"
Constance,Morrow,female,19,2,17,100.0,"8093 N. Harrison Ave., Wadsworth, OH 44281"
Castor,Bryant,male,14,3,14,91.1,"7 San Carlos Rd., Grand Blanc, MI 48439"
Solomon,Hayden,male,16,1,13,83.3,"429 Rockwell Drive, Davenport, IA 52804"
Calvin,Chapman,male,15,2,8,67.6,"1 S. Longfellow Rd., Medford, MA 02155"
Linda,Arnold,female,16,5,8,82.0,"54 Hill Field Lane, Lebanon, PA 17042"
May,Sandoval,female,16,4,7,79.5,"62 N. Durham St., Palatine, IL 60067"
Tobias,Erickson,male,14,5,3,73.8,"8596 Kent Lane, Hillsboro, OR 97124"
Dexter,Stark,male,18,2,14,88.3,"7063 Paris Hill Lane, Green Cove Springs, FL 32043"
Amos,Reed,male,17,1,13,95.0,"678 Homestead St., Greenville, NC 27834"
Nichole,Knox,female,16,3,14,84.3,"868 Canal St., Baldwinsville, NY 13027"
Amber,Morton,female,18,2,11,77.8,"8 West Green Hill St., New Port Richey, FL 34653"
Bruno,Noel,male,16,2,13,89.8,"687 Carpenter Avenue, Franklin Square, NY 11010"
Isaiah,Harrington,male,17,1,4,58.9,"47 Mill Pond St., Haines City, FL 33844"
Samuel,Spence,male,17,2,13,86.5,"654 Water Ave., Middletown, CT 06457"
Dominic,Martin,male,17,1,20,92.9,"58 Rocky River Ave., Fond Du Lac, WI 54935"
Clark,Baker,male,16,5,18,100.0,"9895 Beach Drive, Elizabeth City, NC 27909"
Destiny,Guerra,female,17,5,16,100.0,"96 W. Pennington Lane, Mc Lean, VA 22101"
Giacomo,Conley,male,17,3,18,92.1,"931 Dunbar Ave., Parlin, NJ 08859"
Hamish,Cherry,male,17,5,13,86.0,"17 Myers Street, Mechanicsville, VA 23111"
Leigh,Short,female,18,5,11,80.1,"9762 St Paul Avenue, Pittsford, NY 14534"
Kylan,Burgess,female,18,5,4,74.0,"72 Smith Store Dr., Point Pleasant Beach, NJ 08742"
Malcolm,White,male,16,2,5,62.6,"930 Helen Street, Lenoir, NC 28645"
Dai,Powell,female,17,4,16,99.0,"7718 Tunnel Avenue, Oshkosh, WI 54901"
Maisie,Barton,female,16,2,13,81.4,"9042 East Canal St., Pensacola, FL 32503"
Jillian,Reynolds,female,18,2,7,66.6,"8362 Roehampton Drive, Mundelein, IL 60060"
Garth,Battle,male,16,4,12,81.1,"435 Cedar Street, West Orange, NJ 07052"
Charissa,Waters,female,15,4,9,86.2,"8200 Court St., Memphis, TN 38106"
Morgan,Dejesus,female,14,2,12,85.2,"6 E. Prairie Dr., Manchester, NH 03102"
Tobias,Newton,male,18,2,13,87.1,"9173 Leatherwood St., Erie, PA 16506"
Phelan,Mathis,male,19,3,14,87.4,"52 Bear Hill St., Upland, CA 91784"
Keaton,Heath,male,17,5,6,73.9,"17 Brickyard Dr., Boston, MA 02127"
Victoria,Rojas,female,18,2,9,80.4,"420 San Carlos Drive, Chatsworth, GA 30705"
August,Bass,male,18,1,14,80.2,"120 Longbranch St., Port Huron, MI 48060"
Laurel,Bowman,female,19,5,10,91.0,"7133 South Drive, Lawndale, CA 90260"
Cameron,Marks,female,18,3,6,76.5,"962 Hawthorne Street, Indiana, PA 15701"
Nolan,Doyle,male,19,3,10,86.6,"9466 Creek Court, Ridgefield, CT 06877"
Dolan,Guy,male,15,4,13,95.8,"920 Snake Hill Street, Buffalo Grove, IL 60089"
Zenia,Rhodes,female,16,5,11,92.0,"67 Goldfield Ave., Teaneck, NJ 07666"
Mia,Goodman,female,19,4,4,65.8,"656 Bridge Rd., Portland, ME 04103"
Mona,Hull,female,16,3,10,73.6,"7730 Wall Street, Longview, TX 75604"
Hayley,Davis,female,17,3,15,96.0,"9930 Sierra Lane, Batavia, OH 45103"
Alexandra,Bowen,female,18,4,15,98.2,"385 Heritage Street, Buffalo Grove, IL 60089"
Ria,Cannon,female,14,5,16,100.0,"9095 Bow Ridge Street, Ashburn, VA 20147"
Tara,Gilliam,female,16,2,5,63.4,"240 Beaver Ridge Drive, Duluth, GA 30096"
Hadley,Faulkner,female,18,3,11,83.5,"540 Harvard St., Sulphur, LA 70663"
Mohammad,Middleton,male,19,4,12,87.2,"9644 2nd Drive, Fredericksburg, VA 22405"
Barrett,Randall,male,18,1,14,88.6,"1 Sulphur Springs St., Springboro, OH 45066"
Lester,Mendoza,male,18,1,7,62.7,"7039 Depot Road, Massillon, OH 44646"
Myles,Farmer,male,19,2,19,100.0,"8312 South Monroe Street, Drexel Hill, PA 19026"
Katelyn,Galloway,female,17,1,13,82.1,"684 Hudson Dr., Monroeville, PA 15146"
Vivien,Henderson,female,17,3,12,87.9,"96 Lancaster Ave., Hoffman Estates, IL 60169"
Nina,Salazar,female,17,4,14,92.4,"72 Beaver Ridge Drive, Chatsworth, GA 30705"
Hillary,Joyner,female,15,3,10,75.2,"7917 W. Gulf Rd., Murrells Inlet, SC 29576"
Samson,Spears,male,19,3,10,80.4,"473 E. Randall Mill Rd., Levittown, NY 11756"
Xerxes,Mooney,female,17,1,2,70.4,"974 Theatre Dr., Arvada, CO 80003"
Porter,Rowland,male,19,2,5,61.2,"710 Prospect St., Saint Johns, FL 32259"
Ann,Medina,female,15,4,17,92.3,"97 Briarwood St., Merrimack, NH 03054"
Bryar,Wiggins,female,17,4,6,73.3,"7153 Chestnut St., Fond Du Lac, WI 54935"
Thane,Yates,male,16,3,8,76.8,"570 Stillwater St., Butte, MT 59701"
Yoko,Hurley,female,15,4,12,84.2,"422 Joy Ridge St., Bay City, MI 48706"
Perry,Hudson,male,18,3,10,71.8,"7006 East Green Hill Rd., Shakopee, MN 55379"
Adam,Gordon,male,14,2,5,70.1,"91 W. Middle River Drive, Andover, MA 01810"
Clare,Clarke,female,19,3,8,74.0,"7355 Woodsman Ave., Auburndale, FL 33823"
Evangeline,Haley,female,16,5,12,94.3,"951 Valley Farms Street, Marshalltown, IA 50158"
Eric,Palmer,male,15,4,10,90.9,"777 Branch St., North Bergen, NJ 07047"
Sloane,Gill,female,18,1,18,96.5,"5 Spruce Street, Wake Forest, NC 27587"
Knox,Kane,male,15,4,18,100.0,"578 Marconi St., Hudson, NH 03051"
Simon,Carson,male,19,4,3,68.8,"339 Green Lake Ave., Fenton, MI 48430"
Gareth,Heath,male,18,1,15,80.8,"74 Lantern St., Fayetteville, NC 28303"
Linda,Conner,female,16,3,12,86.3,"91 Addison Ave., Vicksburg, MS 39180"
Arsenio,Mcleod,male,17,3,5,64.0,"183 Old Fairway Road, Snellville, GA 30039"
Debra,Graham,female,19,5,8,74.7,"1 Grandrose Street, Lakewood, NJ 08701"
Andrew,Wooten,male,16,3,12,77.6,"264 Andover St., Painesville, OH 44077"
Nasim,Stuart,male,17,1,11,72.4,"466 Boston Drive, West Chester, PA 19380"
Tiger,Merritt,male,16,2,14,85.3,"9914 Meadowbrook St., Roy, UT 84067"
Forrest,Valentine,male,18,1,6,65.9,"17 Wild Horse Street, Mcminnville, TN 37110"
Reese,Mitchell,male,16,4,17,92.2,"422 Jones Street, Madison, AL 35758"
Abraham,Kent,male,19,2,5,62.6,"490 8th Ave., Pompano Beach, FL 33060"
Malcolm,Beach,male,18,4,14,99.2,"8933 Canal Dr., Tualatin, OR 97062"
Herman,Landry,male,15,2,3,65.9,"352 Summerhouse Ave., Schaumburg, IL 60193"
Jayme,Cantu,female,16,3,6,65.1,"67 Academy St., Hallandale, FL 33009"
Duncan,Noel,male,16,5,9,84.1,"9290 Lake Lane, Dunedin, FL 34698"
Quamar,Spears,male,16,4,7,74.2,"887 53rd Ave., Attleboro, MA 02703"
Mara,Hendrix,female,19,1,9,73.0,"8779 E. Bellevue St., Bismarck, ND 58501"
Brian,Hale,male,14,5,17,97.8,"83 Fremont Court, Manchester, NH 03102"
Nerea,Daugherty,female,15,2,15,90.1,"8015 Mechanic Dr., Apopka, FL 32703"
India,Foreman,female,19,4,10,80.1,"68 Applegate St., Glen Allen, VA 23059"
Tara,Copeland,female,16,2,15,84.2,"682 Paris Hill Rd., Mchenry, IL 60050"
Guinevere,Barnett,female,17,1,20,92.2,"648 NE. Acacia Ave., Collierville, TN 38017"
Alexander,Riley,male,15,3,10,82.8,"113 Cherry Street, Fishers, IN 46037"
Logan,Kirby,male,16,1,6,73.1,"7709 Indian Summer Road, Fort Worth, TX 76110"
Ariana,Glass,female,19,5,11,90.8,"452 Thorne St., Valparaiso, IN 46383"
Rhea,Cantrell,female,19,4,12,81.3,"620 Division Circle, Englishtown, NJ 07726"
Quon,Brewer,female,14,3,9,79.2,"66 Strawberry Court, Youngstown, OH 44512"
Sonya,Jordan,female,19,4,8,80.3,"50 Thatcher Ave., East Haven, CT 06512"
Reece,Lott,male,17,3,11,76.1,"8969 Marconi St., Macomb, MI 48042"
Slade,Lucas,male,18,1,14,89.5,"137 Brewery Dr., Mountain View, CA 94043"
Kelly,Kent,female,15,1,15,92.4,"635 Cherry Hill Rd., Jackson Heights, NY 11372"
Hayes,Ware,male,16,1,17,84.9,"4 Edgewater Dr., Minneapolis, MN 55406"
Kieran,Martinez,male,14,3,4,60.8,"9 Military St., Springboro, OH 45066"
Laura,Park,female,16,5,8,78.4,"991 SW. Wild Rose St., Pomona, CA 91768"
Chancellor,Graves,male,18,1,9,83.4,"7313 East Tallwood Ave., Oconomowoc, WI 53066"
Brett,Wilder,male,17,4,7,71.4,"9642 Bridle St., Coram, NY 11727"
Abra,Neal,female,16,1,14,80.1,"307 Brickyard Ave., Palm Beach Gardens, FL 33410"
John,Olsen,male,15,3,11,77.4,"537 Brookside Drive, Culpeper, VA 22701"
Madonna,Barrera,female,16,3,16,85.2,"383 San Pablo St., Gulfport, MS 39503"
Cedric,Horton,male,16,2,15,91.8,"661 North Arcadia Drive, West Bend, WI 53095"
Rudyard,Banks,male,19,2,9,75.4,"9481 North East Avenue, Greer, SC 29650"
Gabriel,Chapman,male,16,1,9,86.3,"7594 N. Rock Creek Dr., Mahwah, NJ 07430"
Tanek,Mooney,male,15,4,12,79.8,"394 South Avenue, Patchogue, NY 11772"
Dane,Carter,male,16,2,18,94.9,"420 Sierra Road, Fleming Island, FL 32003"
Whoopi,Lane,female,17,4,11,89.7,"63 Queen Lane, Winter Garden, FL 34787"
Karen,Mejia,female,17,4,17,88.7,"91 Bohemia Drive, Lakeland, FL 33801"
Addison,Horne,male,16,2,10,81.8,"9155 NE. William St., Lewiston, ME 04240"
Eliana,Todd,female,14,5,5,74.8,"8781 Campfire Ave., Southampton, PA 18966"
Evan,Shelton,male,17,4,13,91.1,"90 North Glenlake St., Wenatchee, WA 98801"
Jaquelyn,Rodriguez,female,14,4,7,66.8,"7180 Pierce Court, Ontario, CA 91762"
Doris,Cross,female,17,2,8,82.5,"9101 Orchard Lane, Cockeysville, MD 21030"
Acton,Conley,male,19,5,12,79.5,"57 W. Adams Dr., Albany, NY 12203"
Nyssa,Vincent,female,14,2,6,73.1,"158 Adams Rd., Marysville, OH 43040"
Phillip,Cunningham,male,18,4,3,74.6,"8848 Overlook Street, New Bern, NC 28560"
Edan,Rush,male,18,4,9,74.1,"8114 S. Euclid Lane, Parlin, NJ 08859"
Hanna,Guzman,female,19,3,15,91.3,"8189 Inverness Drive, Kaukauna, WI 54130"
Shad,Reilly,male,16,3,16,86.7,"714 Albany St., Hudson, NH 03051"
Rahim,Tucker,male,14,4,8,76.2,"311 Walnutwood Court, Mechanicsburg, PA 17050"
Kitra,Michael,female,16,5,16,92.3,"53 SW. Pennington Street, Murfreesboro, TN 37128"
Illana,Mcmahon,female,18,4,10,77.5,"27 Hill Field Drive, South Portland, ME 04106"
Linda,Underwood,female,15,5,8,83.7,"644 North Randall Mill Rd., Memphis, TN 38106"
Illiana,Donaldson,female,17,5,19,93.6,"30 West Addison Avenue, Evansville, IN 47711"
Rogan,Orr,male,19,2,12,89.2,"526 Lancaster Street, Richmond, VA 23223"
Tucker,Blair,male,18,1,10,74.7,"8966 Saxton Dr., Longwood, FL 32779"
Brock,Knight,male,18,5,11,83.4,"839 Wilson Drive, Dayton, OH 45420"
Lane,Villarreal,male,18,1,8,76.0,"8528 N. Broad Avenue, San Angelo, TX 76901"
Ila,Pratt,female,19,2,7,79.5,"9830 Hillside Dr., Ocoee, FL 34761"
Aristotle,Lang,male,15,3,13,77.3,"306 Anderson St., Perth Amboy, NJ 08861"
Todd,Erickson,male,15,5,6,69.8,"966 Morris St., Gaithersburg, MD 20877"
Blythe,Snyder,female,16,4,18,100.0,"104 Vale Dr., Graham, NC 27253"
Lunea,Vazquez,female,14,5,6,74.8,"62 College Road, Apopka, FL 32703"
Azalia,Ward,female,14,4,12,91.2,"191 Talbot St., Grand Rapids, MI 49503"
Yael,Hardin,female,15,1,19,91.4,"63 Mountainview St., Long Branch, NJ 07740"
Karen,Colon,female,15,2,10,83.5,"9237 N. Mechanic St., Woburn, MA 01801"
Valentine,Morton,male,14,4,15,89.7,"7460 SW. Gonzales St., Columbus, GA 31904"
Brock,Espinoza,male,17,3,15,82.9,"9252 Birchpond Dr., Centreville, VA 20120"
Ray,Coffey,male,14,3,16,89.4,"1 Joy Ridge Dr., Bonita Springs, FL 34135"
Ray,Holloway,male,15,3,12,91.8,"940 Greenview St., Sterling Heights, MI 48310"
Hayfa,Richmond,female,19,5,15,91.6,"934 Saxton Street, Calumet City, IL 60409"
Orlando,Stanley,male,15,3,9,86.1,"116 Holly Dr., Salem, MA 01970"
Jaden,Hogan,female,14,5,14,94.8,"9838 East Glenwood Drive, Cedar Rapids, IA 52402"
Jordan,Foster,female,18,3,8,86.9,"9466 Beechwood St., Brentwood, NY 11717"
Amber,Greene,female,16,4,5,78.0,"7134 Linda Rd., Essex, MD 21221"
Xanthus,Franks,male,18,3,8,72.2,"123 East Longbranch Ave., Sevierville, TN 37876"
Selma,Stout,female,19,2,3,59.4,"5 Pierce St., Chester, PA 19013"
Fleur,Snider,female,18,3,18,97.3,"87 Carpenter Lane, Campbell, CA 95008"
Carl,Nelson,male,14,1,15,95.2,"917 W. Dogwood St., Grand Rapids, MI 49503"
Keegan,Richardson,male,18,1,3,66.2,"120 Young St., Fair Lawn, NJ 07410"
Rudyard,Parsons,male,17,1,10,82.7,"8909 S. Sunnyslope Ave., Dorchester Center, MA 02124"
Lance,Doyle,male,18,2,9,70.6,"42 Meadowbrook Court, Shirley, NY 11967"
Arthur,Nieves,male,14,3,0,76.8,"377 Beech Street, Chesterfield, VA 23832"
Isaiah,Hendricks,male,17,3,7,69.9,"7061 East Santa Clara Drive, Germantown, MD 20874"
Justine,Nolan,female,16,5,5,72.8,"30 Poor House Drive, Fort Mill, SC 29708"
Levi,Atkins,male,16,4,8,72.8,"9040 Grandrose Road, Leominster, MA 01453"
Jakeem,Lynch,male,14,4,5,78.8,"79 West Saxon St., Corona, NY 11368"
Olivia,Craig,female,14,4,3,60.6,"555 San Pablo Court, Fond Du Lac, WI 54935"
Dylan,Delaney,male,14,4,5,64.3,"38 Sage Drive, Port Jefferson Station, NY 11776"
Emerson,Sparks,male,14,3,10,76.1,"13 Race Drive, Petersburg, VA 23803"
Echo,Bird,female,14,2,6,76.5,"81 Iroquois Lane, Montgomery, AL 36109"
